id,resource_type,title,slug,category,draft_path,download_path,preview_path,risk_level,content_status,workbook_qa_status,visual_qa_status,technical_verification_status,editorial_review_status,relation_review_status,seo_review_status,owner_review_required,owner_review_reason,publication_wave,planned_publish_date,release_status,production_smoke_status,search_console_status,notes
T-1,template,Template Absensi Karyawan Sederhana Excel Gratis,template-absensi-karyawan-sederhana,produktivitas-kerja,src/content/templates/template-absensi-karyawan-sederhana.md,public/downloads/template-absensi-karyawan-sederhana.xlsx,public/assets/templates/template-absensi-karyawan-sederhana.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Absensi Karyawan Sederhana Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-2,template,Template Checklist Acara Excel Gratis,template-checklist-acara,rumah-tangga-acara,src/content/templates/template-checklist-acara.md,public/downloads/template-checklist-acara.xlsx,public/assets/templates/template-checklist-acara.png,low,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Owner confirms intended audience, limitations, and release timing.",wave-1-low-risk,,not_started,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-3,template,Template Daftar Aset dan Inventaris Kantor Excel Gratis,template-daftar-aset-inventaris-kantor,bisnis-umkm,src/content/templates/template-daftar-aset-inventaris-kantor.md,public/downloads/template-daftar-aset-inventaris-kantor.xlsx,public/assets/templates/template-daftar-aset-inventaris-kantor.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Daftar Aset dan Inventaris Kantor Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-4,template,Template Daftar Belanja Rumah Tangga Excel Gratis,template-daftar-belanja-rumah-tangga,rumah-tangga-acara,src/content/templates/template-daftar-belanja-rumah-tangga.md,public/downloads/template-daftar-belanja-rumah-tangga.xlsx,public/assets/templates/template-daftar-belanja-rumah-tangga.png,low,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Owner confirms intended audience, limitations, and release timing.",wave-1-low-risk,,not_started,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-5,template,Template Daftar Harga Produk dan Jasa Excel Gratis,template-daftar-harga-produk-jasa,bisnis-umkm,src/content/templates/template-daftar-harga-produk-jasa.md,public/downloads/template-daftar-harga-produk-jasa.xlsx,public/assets/templates/template-daftar-harga-produk-jasa.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Daftar Harga Produk dan Jasa Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-6,template,Template Daftar Kehadiran Acara Excel Gratis,template-daftar-kehadiran-acara,rumah-tangga-acara,src/content/templates/template-daftar-kehadiran-acara.md,public/downloads/template-daftar-kehadiran-acara.xlsx,public/assets/templates/template-daftar-kehadiran-acara.png,medium,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Owner confirms intended audience, limitations, and release timing.",wave-2-follow-up,,not_started,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-7,template,Template Daftar Piutang Pelanggan Excel Gratis,template-daftar-piutang-pelanggan,bisnis-umkm,src/content/templates/template-daftar-piutang-pelanggan.md,public/downloads/template-daftar-piutang-pelanggan.xlsx,public/assets/templates/template-daftar-piutang-pelanggan.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Daftar Piutang Pelanggan Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-8,template,Template Database Pelanggan Sederhana Excel Gratis,template-database-pelanggan-sederhana,bisnis-umkm,src/content/templates/template-database-pelanggan-sederhana.md,public/downloads/template-database-pelanggan-sederhana.xlsx,public/assets/templates/template-database-pelanggan-sederhana.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Database Pelanggan Sederhana Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-9,template,Template Form Permintaan Pembelian Excel Gratis,template-form-permintaan-pembelian,bisnis-umkm,src/content/templates/template-form-permintaan-pembelian.md,public/downloads/template-form-permintaan-pembelian.xlsx,public/assets/templates/template-form-permintaan-pembelian.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Form Permintaan Pembelian Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-10,template,Template Jadwal Belajar Siswa Excel Gratis,template-jadwal-belajar-siswa,pendidikan,src/content/templates/template-jadwal-belajar-siswa.md,public/downloads/template-jadwal-belajar-siswa.xlsx,public/assets/templates/template-jadwal-belajar-siswa.png,low,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Owner confirms intended audience, limitations, and release timing.",wave-1-low-risk,,not_started,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-11,template,Template Jadwal Kerja Mingguan Excel Gratis,template-jadwal-kerja-mingguan,produktivitas-kerja,src/content/templates/template-jadwal-kerja-mingguan.md,public/downloads/template-jadwal-kerja-mingguan.xlsx,public/assets/templates/template-jadwal-kerja-mingguan.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Jadwal Kerja Mingguan Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-12,template,Template Jadwal Pembayaran Tagihan Excel Gratis,template-jadwal-pembayaran-tagihan,keuangan-pribadi,src/content/templates/template-jadwal-pembayaran-tagihan.md,public/downloads/template-jadwal-pembayaran-tagihan.xlsx,public/assets/templates/template-jadwal-pembayaran-tagihan.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Jadwal Pembayaran Tagihan Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-13,template,Template Kalender Konten Media Sosial Excel Gratis,template-kalender-konten-media-sosial,produktivitas-kerja,src/content/templates/template-kalender-konten-media-sosial.md,public/downloads/template-kalender-konten-media-sosial.xlsx,public/assets/templates/template-kalender-konten-media-sosial.png,low,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Owner confirms intended audience, limitations, and release timing.",wave-1-low-risk,,not_started,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-14,template,Template Kas Kecil Excel Gratis,template-kas-kecil-excel,bisnis-umkm,src/content/templates/template-kas-kecil-excel.md,public/downloads/template-kas-kecil-excel.xlsx,public/assets/templates/template-kas-kecil-excel.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Kas Kecil Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-15,template,Template Laba Rugi Sederhana UMKM Excel Gratis,template-laba-rugi-sederhana-umkm,bisnis-umkm,src/content/templates/template-laba-rugi-sederhana-umkm.md,public/downloads/template-laba-rugi-sederhana-umkm.xlsx,public/assets/templates/template-laba-rugi-sederhana-umkm.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Laba Rugi Sederhana UMKM Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-16,template,Template Purchase Order Sederhana Excel Gratis,template-purchase-order-sederhana,bisnis-umkm,src/content/templates/template-purchase-order-sederhana.md,public/downloads/template-purchase-order-sederhana.xlsx,public/assets/templates/template-purchase-order-sederhana.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Purchase Order Sederhana Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-17,template,Template Rekap Penjualan Bulanan Excel Gratis,template-rekap-penjualan-bulanan,bisnis-umkm,src/content/templates/template-rekap-penjualan-bulanan.md,public/downloads/template-rekap-penjualan-bulanan.xlsx,public/assets/templates/template-rekap-penjualan-bulanan.png,medium,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Owner confirms intended audience, limitations, and release timing.",wave-2-follow-up,,not_started,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-18,template,Template Rekap Pesanan Pelanggan Excel Gratis,template-rekap-pesanan-pelanggan,bisnis-umkm,src/content/templates/template-rekap-pesanan-pelanggan.md,public/downloads/template-rekap-pesanan-pelanggan.xlsx,public/assets/templates/template-rekap-pesanan-pelanggan.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Rekap Pesanan Pelanggan Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-19,template,Template Rencana Proyek Sederhana Excel Gratis,template-rencana-proyek-sederhana,produktivitas-kerja,src/content/templates/template-rencana-proyek-sederhana.md,public/downloads/template-rencana-proyek-sederhana.xlsx,public/assets/templates/template-rencana-proyek-sederhana.png,medium,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Owner confirms intended audience, limitations, and release timing.",wave-2-follow-up,,not_started,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
T-20,template,Template Surat Jalan Excel Gratis,template-surat-jalan-excel,bisnis-umkm,src/content/templates/template-surat-jalan-excel.md,public/downloads/template-surat-jalan-excel.xlsx,public/assets/templates/template-surat-jalan-excel.png,high,in_progress,passed,not_started,passed,in_progress,in_progress,in_progress,yes,"Manual owner acceptance required for finance, HR, customer data, procurement, accounting, or compliance-sensitive use: Template Surat Jalan Excel Gratis.",owner-review-wave,,manual_owner_gate,not_applicable,not_applicable,OOXML structural QA passed; desktop visual inspection and owner release approval remain open.
G-21,guide,Cara Audit Rumus Excel dengan Trace Precedents dan Evaluate Formula,panduan-audit-rumus-excel,pengolahan-data,src/content/guides/panduan-audit-rumus-excel.md,not_applicable,not_applicable,medium,published,not_applicable,not_applicable,passed,passed,passed,passed,no,Owner approved for first low-risk wave on 2026-07-14.,wave-1-low-risk,2026-07-14,published,not_started,manual_owner_gate,Published in first low-risk guide wave; production smoke is recorded after deployment.
G-22,guide,Checklist Kualitas File Excel Sebelum Dikirim ke Orang Lain,panduan-checklist-kualitas-file-excel,produktivitas,src/content/guides/panduan-checklist-kualitas-file-excel.md,not_applicable,not_applicable,low,published,not_applicable,not_applicable,passed,passed,passed,passed,no,Owner approved for first low-risk wave on 2026-07-14.,wave-1-low-risk,2026-07-14,published,not_started,manual_owner_gate,Published in first low-risk guide wave; production smoke is recorded after deployment.
G-23,guide,"Conditional Formatting sebagai Alarm Kerja, Bukan Sekadar Warna",panduan-conditional-formatting-sebagai-alarm,produktivitas,src/content/guides/panduan-conditional-formatting-sebagai-alarm.md,not_applicable,not_applicable,low,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-1-low-risk,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-24,guide,Data Model Excel untuk Banyak Tabel Tanpa Menyatukan Semuanya Manual,panduan-data-model-excel,pengolahan-data,src/content/guides/panduan-data-model-excel.md,not_applicable,not_applicable,medium,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-25,guide,Cara Membuat Dropdown Excel yang Bertambah Otomatis,panduan-dropdown-dinamis-excel,pengolahan-data,src/content/guides/panduan-dropdown-dinamis-excel.md,not_applicable,not_applicable,low,published,not_applicable,not_applicable,passed,passed,passed,passed,no,Owner approved for first low-risk wave on 2026-07-14.,wave-1-low-risk,2026-07-14,published,not_started,manual_owner_gate,Published in first low-risk guide wave; production smoke is recorded after deployment.
G-26,guide,Dynamic Array dan #SPILL!: Memahami Rumus yang Mengisi Banyak Sel,panduan-dynamic-array-spill-excel,pengolahan-data,src/content/guides/panduan-dynamic-array-spill-excel.md,not_applicable,not_applicable,low,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-1-low-risk,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-27,guide,Excel Table vs Range Biasa: Kapan Harus Memakai Table,panduan-excel-table-vs-range,dasar-excel,src/content/guides/panduan-excel-table-vs-range.md,not_applicable,not_applicable,low,published,not_applicable,not_applicable,passed,passed,passed,passed,no,Owner approved for first low-risk wave on 2026-07-14.,wave-1-low-risk,2026-07-14,published,not_started,manual_owner_gate,Published in first low-risk guide wave; production smoke is recorded after deployment.
G-28,guide,Parameter Power Query: Mengganti Sumber File Tanpa Membuat Query Ulang,panduan-parameter-power-query,pengolahan-data,src/content/guides/panduan-parameter-power-query.md,not_applicable,not_applicable,medium,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-29,guide,PivotTable dari Dua Tabel: Memahami Relasi Data Sebelum Membuat Ringkasan,panduan-pivottable-dua-tabel,pengolahan-data,src/content/guides/panduan-pivottable-dua-tabel.md,not_applicable,not_applicable,low,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-30,guide,Append Queries Power Query: Menggabungkan Laporan Bulanan dengan Aman,panduan-power-query-append,pengolahan-data,src/content/guides/panduan-power-query-append.md,not_applicable,not_applicable,medium,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-31,guide,Power Query untuk Membersihkan Data Excel Tanpa Merusak Data Asli,panduan-power-query-data-asli,pengolahan-data,src/content/guides/panduan-power-query-data-asli.md,not_applicable,not_applicable,medium,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-32,guide,Merge vs Append Power Query: Memilih Cara Menggabungkan Dua Tabel,panduan-power-query-merge-vs-append,pengolahan-data,src/content/guides/panduan-power-query-merge-vs-append.md,not_applicable,not_applicable,medium,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-33,guide,Unpivot Power Query: Mengubah Kolom Bulan Menjadi Data yang Siap Dianalisis,panduan-power-query-unpivot,pengolahan-data,src/content/guides/panduan-power-query-unpivot.md,not_applicable,not_applicable,medium,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-34,guide,Cara Membuat Laporan Mandiri dengan Rumus FILTER Excel,panduan-rumus-filter-laporan,pengolahan-data,src/content/guides/panduan-rumus-filter-laporan.md,not_applicable,not_applicable,low,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-35,guide,Rumus LET Excel: Membuat Formula Panjang Lebih Mudah Dibaca,panduan-rumus-let-excel,pengolahan-data,src/content/guides/panduan-rumus-let-excel.md,not_applicable,not_applicable,low,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-36,guide,Sparklines Excel: Membaca Tren Kecil Tanpa Membuat Grafik Besar,panduan-sparklines-excel,produktivitas,src/content/guides/panduan-sparklines-excel.md,not_applicable,not_applicable,low,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-1-low-risk,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-37,guide,Structured References Excel: Membaca Rumus di Dalam Table,panduan-structured-references-excel-table,dasar-excel,src/content/guides/panduan-structured-references-excel-table.md,not_applicable,not_applicable,low,published,not_applicable,not_applicable,passed,passed,passed,passed,no,Owner approved for first low-risk wave on 2026-07-14.,wave-1-low-risk,2026-07-14,published,not_started,manual_owner_gate,Published in first low-risk guide wave; production smoke is recorded after deployment.
G-38,guide,TEXTSPLIT Excel: Memecah Data Impor yang Menumpuk dalam Satu Kolom,panduan-textsplit-excel,pengolahan-data,src/content/guides/panduan-textsplit-excel.md,not_applicable,not_applicable,low,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-1-low-risk,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-39,guide,UNIQUE dan SORT Excel untuk Membuat Daftar Bersih Otomatis,panduan-unique-sort-excel,pengolahan-data,src/content/guides/panduan-unique-sort-excel.md,not_applicable,not_applicable,low,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-1-low-risk,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
G-40,guide,Validasi Data Excel dengan Formula Kustom untuk Mencegah Salah Input,panduan-validasi-data-formula-kustom,pengolahan-data,src/content/guides/panduan-validasi-data-formula-kustom.md,not_applicable,not_applicable,medium,passed,not_applicable,not_applicable,passed,in_progress,passed,passed,yes,"Editorial owner confirms examples, version limits, and source wording before release.",wave-2-follow-up,,ready_for_release,not_applicable,not_applicable,"Guide rewrite and automated metadata, relation, technical, and draft-leakage checks passed; owner editorial approval and production smoke remain open."
